"6090","1161","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6091","1162","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6092","1162","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6093","1162","How is a search system used in work task completion?","Article","Journal of Information Science"
"6094","1162","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6095","1162","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6096","1159","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6097","1159","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6098","1159","How is a search system used in work task completion?","Article","Journal of Information Science"
"6099","1159","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6100","1159","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6101","1163","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6102","1163","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6103","1163","How is a search system used in work task completion?","Article","Journal of Information Science"
"6104","1163","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6105","1163","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6106","1165","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6107","1165","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6108","1165","How is a search system used in work task completion?","Article","Journal of Information Science"
"6109","1165","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6110","1165","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6111","1164","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6112","1164","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6113","1164","How is a search system used in work task completion?","Article","Journal of Information Science"
"6114","1164","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6115","1164","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6116","1166","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6117","1166","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6118","1166","How is a search system used in work task completion?","Article","Journal of Information Science"
"6119","1166","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6120","1166","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6121","1167","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6122","1167","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6123","1167","How is a search system used in work task completion?","Article","Journal of Information Science"
"6124","1167","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6125","1167","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6126","1169","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6127","1169","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6128","1169","How is a search system used in work task completion?","Article","Journal of Information Science"
"6129","1169","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6130","1169","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6131","1170","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6132","1170","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6133","1170","How is a search system used in work task completion?","Article","Journal of Information Science"
"6134","1170","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6135","1170","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6136","1171","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6137","1171","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6138","1171","How is a search system used in work task completion?","Article","Journal of Information Science"
"6139","1171","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6140","1171","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6141","1173","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6142","1173","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6143","1173","How is a search system used in work task completion?","Article","Journal of Information Science"
"6144","1173","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6145","1173","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6146","1172","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6147","1172","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6148","1172","How is a search system used in work task completion?","Article","Journal of Information Science"
"6149","1172","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6150","1172","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6151","1175","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6152","1175","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6153","1175","How is a search system used in work task completion?","Article","Journal of Information Science"
"6154","1175","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6155","1175","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6156","1176","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6157","1176","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6158","1176","How is a search system used in work task completion?","Article","Journal of Information Science"
"6159","1176","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6160","1176","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6161","1177","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6162","1177","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6163","1177","How is a search system used in work task completion?","Article","Journal of Information Science"
"6164","1177","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6165","1177","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6166","1174","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6167","1174","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6168","1174","How is a search system used in work task completion?","Article","Journal of Information Science"
"6169","1174","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6170","1174","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6171","1178","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6172","1178","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6173","1178","How is a search system used in work task completion?","Article","Journal of Information Science"
"6174","1178","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6175","1178","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6176","1180","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6177","1180","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6178","1180","How is a search system used in work task completion?","Article","Journal of Information Science"
"6179","1180","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6180","1180","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6181","1179","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6182","1179","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6183","1179","How is a search system used in work task completion?","Article","Journal of Information Science"
"6184","1179","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6185","1179","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6186","1181","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6187","1181","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6188","1181","How is a search system used in work task completion?","Article","Journal of Information Science"
"6189","1181","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6190","1181","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6191","1184","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6192","1184","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6193","1184","How is a search system used in work task completion?","Article","Journal of Information Science"
"6194","1184","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6195","1184","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6196","1186","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6197","1186","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6198","1186","How is a search system used in work task completion?","Article","Journal of Information Science"
"6199","1186","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6200","1186","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6201","1183","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6202","1183","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6203","1183","How is a search system used in work task completion?","Article","Journal of Information Science"
"6204","1183","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6205","1183","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6206","1185","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6207","1185","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6208","1185","How is a search system used in work task completion?","Article","Journal of Information Science"
"6209","1185","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6210","1185","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6211","1188","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6212","1188","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6213","1188","How is a search system used in work task completion?","Article","Journal of Information Science"
"6214","1188","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6215","1188","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6216","1187","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6217","1187","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6218","1187","How is a search system used in work task completion?","Article","Journal of Information Science"
"6219","1187","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6220","1187","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6221","1189","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6222","1189","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6223","1189","How is a search system used in work task completion?","Article","Journal of Information Science"
"6224","1189","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6225","1189","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6226","1182","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6227","1182","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6228","1182","How is a search system used in work task completion?","Article","Journal of Information Science"
"6229","1182","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6230","1182","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6231","1192","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6232","1192","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6233","1192","How is a search system used in work task completion?","Article","Journal of Information Science"
"6234","1192","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6235","1192","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6236","1193","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6237","1193","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6238","1193","How is a search system used in work task completion?","Article","Journal of Information Science"
"6239","1193","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6240","1193","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6241","1191","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6242","1191","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6243","1191","How is a search system used in work task completion?","Article","Journal of Information Science"
"6244","1191","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6245","1191","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6246","1194","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6247","1194","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6248","1194","How is a search system used in work task completion?","Article","Journal of Information Science"
"6249","1194","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6250","1194","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6251","1195","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6252","1195","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6253","1195","How is a search system used in work task completion?","Article","Journal of Information Science"
"6254","1195","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6255","1195","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6256","1197","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6257","1197","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6258","1197","How is a search system used in work task completion?","Article","Journal of Information Science"
"6259","1197","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6260","1197","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6261","1196","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6262","1196","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6263","1196","How is a search system used in work task completion?","Article","Journal of Information Science"
"6264","1196","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6265","1196","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6266","1199","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6267","1199","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6268","1199","How is a search system used in work task completion?","Article","Journal of Information Science"
"6269","1199","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6270","1199","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6271","1198","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6272","1198","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6273","1198","How is a search system used in work task completion?","Article","Journal of Information Science"
"6274","1198","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6275","1198","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6276","1200","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6277","1200","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6278","1200","How is a search system used in work task completion?","Article","Journal of Information Science"
"6279","1200","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6280","1200","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6281","1201","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6282","1201","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6283","1201","How is a search system used in work task completion?","Article","Journal of Information Science"
"6284","1201","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6285","1201","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6286","1202","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6287","1202","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6288","1202","How is a search system used in work task completion?","Article","Journal of Information Science"
"6289","1202","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6290","1202","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6291","1204","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6292","1204","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6293","1204","How is a search system used in work task completion?","Article","Journal of Information Science"
"6294","1204","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6295","1204","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6296","1206","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6297","1206","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6298","1206","How is a search system used in work task completion?","Article","Journal of Information Science"
"6299","1206","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6300","1206","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6301","1205","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6302","1205","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6303","1205","How is a search system used in work task completion?","Article","Journal of Information Science"
"6304","1205","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6305","1205","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6306","1210","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6307","1210","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6308","1210","How is a search system used in work task completion?","Article","Journal of Information Science"
"6309","1210","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6310","1210","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6311","1207","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6312","1207","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6313","1207","How is a search system used in work task completion?","Article","Journal of Information Science"
"6314","1207","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6315","1207","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6316","1213","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6317","1213","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6318","1213","How is a search system used in work task completion?","Article","Journal of Information Science"
"6319","1213","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6320","1213","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6321","1211","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6322","1211","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6323","1211","How is a search system used in work task completion?","Article","Journal of Information Science"
"6324","1211","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6325","1211","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6326","1214","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6327","1214","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6328","1214","How is a search system used in work task completion?","Article","Journal of Information Science"
"6329","1214","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6330","1214","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6331","1215","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6332","1215","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6333","1215","How is a search system used in work task completion?","Article","Journal of Information Science"
"6334","1215","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6335","1215","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6336","1216","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6337","1216","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6338","1216","How is a search system used in work task completion?","Article","Journal of Information Science"
"6339","1216","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6340","1216","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6341","1208","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6342","1208","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6343","1208","How is a search system used in work task completion?","Article","Journal of Information Science"
"6344","1208","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6345","1208","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6346","1217","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6347","1217","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6348","1217","How is a search system used in work task completion?","Article","Journal of Information Science"
"6349","1217","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6350","1217","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6351","1209","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"6352","1209","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"6353","1209","How is a search system used in work task completion?","Article","Journal of Information Science"
"6354","1209","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"6355","1209","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"6356","1218","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
